age_years,lambda_adkm,lambda_nint,z_adkm,z_nint
38.79266915014907,-1.2315013,-1.448374,-1.4807620274689808,-1.4807620274689808
39.00156789025095,-1.2337728,-1.448374,-1.4681586364276829,-1.4681586364276829
39.210466630352826,-1.2360442,-1.448374,-1.455555245386386,-1.455555245386386
39.41936537045471,-1.2383156,-1.448374,-1.442951854345088,-1.442951854345088
39.62826411055659,-1.240587,-1.448374,-1.4303484633037906,-1.4303484633037906
39.83716285065847,-1.2428584,-1.448374,-1.4177450722624931,-1.4177450722624931
40.04606159076035,-1.2451298,-1.448374,-1.4051416812211959,-1.4051416812211959
40.25496033086223,-1.2474012,-1.448374,-1.3925382901798984,-1.3925382901798984
40.46385907096411,-1.2496727,-1.448374,-1.379934899138601,-1.379934899138601
40.67275781106599,-1.251944,-1.448374,-1.3673315080973036,-1.3673315080973036
40.88165655116787,-1.2542155,-1.448374,-1.3547281170560062,-1.3547281170560062
41.09055529126975,-1.2564869,-1.448374,-1.3421247260147087,-1.3421247260147087
41.29945403137164,-1.2587582,-1.448374,-1.329521334973411,-1.329521334973411
41.50835277147351,-1.2610296,-1.448374,-1.316917943932114,-1.316917943932114
41.7172515115754,-1.263301,-1.448374,-1.304314552890816,-1.304314552890816
41.92615025167727,-1.2655724,-1.448374,-1.2917111618495192,-1.2917111618495192
42.13504899177916,-1.2678438,-1.448374,-1.2791077708082212,-1.2791077708082212
42.34394773188103,-1.2701153,-1.448374,-1.2665043797669242,-1.2665043797669242
42.55284647198292,-1.2723867,-1.448374,-1.2539009887256263,-1.2539009887256263
42.7617452120848,-1.2746581,-1.448374,-1.241297597684329,-1.241297597684329
42.97064395218668,-1.2769295,-1.448374,-1.2286942066430315,-1.2286942066430315
43.17954269228856,-1.2792009,-1.448374,-1.216090815601734,-1.216090815601734
43.38844143239044,-1.2814723,-1.448374,-1.2034874245604368,-1.2034874245604368
43.597340172492316,-1.2837437,-1.448374,-1.1908840335191393,-1.1908840335191393
43.806238912594196,-1.2860152,-1.448374,-1.1782806424778418,-1.1782806424778418
44.015137652696076,-1.2882864,-1.448374,-1.1656772514365445,-1.1656772514365445
